id;imie;nazwisko;miasto;ilosc;kwota;wspolczynnik
6215;Jan;Wójcik;Wrocław;83;113.34;1.000
6216;Paweł;Wójcik;Lublin;252;1424.31;1.000
6217;Paweł;Nowak;Poznań;102;4861.22;0.654
6218;Joanna;Mazur;Lublin;230;1555.88;0.670
6219;Barbara;Kwiatkowski;Warszawa;262;1362.90;0.389
6220;Barbara;Wójcik;Katowice;138;218.60;0.447
6221;Katarzyna;Woźniak;Łódź;155;1427.54;0.895
6222;Paweł;Kowalski;Gdańsk;438;2559.83;1.000
6223;Krzysztof;Wiśniewski;Łódź;203;3242.55;1.000
6224;Krzysztof;Wójcik;Wrocław;437;2065.13;0.620
6225;Barbara;Wójcik;Wrocław;11;2919.13;0.129
6226;Tomasz;Nowak;Wrocław;141;4427.22;1.000
6227;Krzysztof;Nowak;Łódź;219;1392.22;0.400
6228;Krzysztof;Wójcik;Łódź;467;2222.28;0.797
6229;Krzysztof;Kwiatkowski;Gdańsk;301;2823.37;0.411
6230;Barbara;Mazur;Łódź;422;4198.53;0.433
6231;Magdalena;Zieliński;Łódź;9;1868.06;0.870
6232;Anna;Kowalski;Wrocław;154;3903.88;0.995
6233;Marcin;Wójcik;Gdańsk;309;4946.32;1.000
6234;Marcin;Wiśniewski;Łódź;144;3761.78;0.207
6235;Agnieszka;Wiśniewski;Lublin;419;2476.15;0.548
6236;Andrzej;Nowak;Kraków;332;3991.67;0.694
6237;Joanna;Kowalski;Wrocław;420;1075.76;0.672
6238;Piotr;Nowak;Łódź;342;310.99;1.000
6239;Maria;Zieliński;Kraków;320;4763.40;0.369
6240;Brak danych;Zieliński;Wrocław;252;2193.35;0.429
6241;Magdalena;Dąbrowski;Warszawa;101;284.92;1.000
6242;Krzysztof;Dąbrowski;Lublin;28;2979.18;0.759
6243;Barbara;Kowalski;Kraków;117;4275.17;1.000
6244;Barbara;Wójcik;Lublin;353;1347.76;0.691
6245;Joanna;Wiśniewski;Kraków;112;823.99;0.813
6246;Ewa;Lewandowski;Katowice;161;287.09;1.000
6247;Marcin;Dąbrowski;Lublin;343;2814.44;0.170
6248;Maria;Dąbrowski;Katowice;339;3733.30;1.000
6249;Agnieszka;Zieliński;Poznań;30;4665.94;0.855
6250;Tomasz;Kowalski;Katowice;216;3699.09;0.368
6251;Marcin;Kamiński;Poznań;271;3409.48;1.000
6252;Barbara;Mazur;Łódź;6;1198.17;1.000
6253;Piotr;Kozłowski;Katowice;252;2181.53;0.598
6254;Tomasz;Dąbrowski;Warszawa;194;4912.88;1.000
6255;Ewa;Lewandowski;Katowice;445;1969.57;1.000
6256;Andrzej;Nowak;Katowice;54;2685.87;0.265
6257;Katarzyna;Nowak;Kraków;277;3953.89;0.742
6258;Andrzej;Woźniak;Katowice;255;2142.83;1.000
6259;Ewa;Kamiński;Poznań;476;3339.92;0.548
6260;Magdalena;Woźniak;Gdańsk;174;3631.37;0.316
6261;Ewa;Zieliński;Gdańsk;179;2238.99;1.000
6262;Paweł;Nowak;Wrocław;111;1137.84;0.470
6263;Piotr;Lewandowski;Wrocław;319;4115.03;0.104
6264;Anna;Wiśniewski;Wrocław;67;1277.54;0.256
6265;Krzysztof;Kowalski;Poznań;2;2845.11;1.000
6266;Jan;Wiśniewski;Katowice;372;838.16;1.000
6267;Krzysztof;Szymański;Wrocław;188;4579.83;1.000
6268;Paweł;Szymański;Warszawa;55;1711.49;0.611
6269;Paweł;Szymański;Warszawa;386;1191.52;0.781
6270;Tomasz;Zieliński;Warszawa;252;2781.01;1.000
6271;Magdalena;Dąbrowski;Łódź;392;3441.76;0.674
6272;Krzysztof;Wiśniewski;Wrocław;232;3830.21;0.241
6273;Jan;Kamiński;Łódź;313;3689.80;0.702
6274;Maria;Kamiński;Poznań;424;1619.63;1.000
6275;Anna;Szymański;Kraków;116;288.40;1.000
6276;Michał;Lewandowski;Łódź;411;2520.27;1.000
6277;Michał;Kowalski;Gdańsk;497;112.37;0.275
6278;Ewa;Kamiński;Lublin;115;2858.12;0.989
6279;Piotr;Wiśniewski;Katowice;-198;471.37;1.000
6280;Magdalena;Kamiński;Łódź;71;4692.21;0.921
6281;Jan;Kowalczyk;Wrocław;111;2052.66;0.540
6282;Andrzej;Mazur;Łódź;369;297.71;0.471
6283;Tomasz;Woźniak;Kraków;467;1728.00;0.671
6284;Jan;Kowalczyk;Wrocław;468;891.50;0.150
6285;Michał;Wójcik;Kraków;464;312.26;1.000
6286;Jan;Szymański;Katowice;117;3107.09;0.891
6287;Anna;Szymański;Łódź;470;3513.15;0.371
6288;Magdalena;Mazur;Warszawa;459;1350.13;0.371
6289;Michał;Kowalczyk;Wrocław;444;1288.15;1.000
6290;Anna;Dąbrowski;Gdańsk;252;2017.18;0.373
6291;Magdalena;Wójcik;Katowice;465;1254.36;0.994
6292;Marcin;Wiśniewski;Lublin;85;233.51;0.850
6293;Piotr;Zieliński;Poznań;207;503.96;1.000
6294;Michał;Wójcik;Wrocław;36;1186.09;0.562
6295;Andrzej;Nowak;Lublin;497;3187.28;0.338
6296;Michał;Mazur;Łódź;359;1841.25;0.489
6297;Andrzej;Lewandowski;Kraków;488;4351.39;0.837
6298;Michał;Szymański;Poznań;2;2639.71;1.000
6299;Agnieszka;Wójcik;Gdańsk;268;4379.17;1.000
6300;Krzysztof;Kowalski;Katowice;471;313.22;0.548
6301;Joanna;Woźniak;Wrocław;316;3624.60;1.000
6302;Joanna;Kowalski;Poznań;155;1768.23;1.000
6303;Marcin;Wójcik;Lublin;326;1319.06;0.373
6304;Krzysztof;Kowalczyk;Łódź;457;1980.61;1.000
6305;Barbara;Kowalczyk;Kraków;268;4594.71;1.000
6306;Tomasz;Wójcik;Katowice;437;1591.18;0.146
6307;Anna;Nowak;Łódź;339;1280.36;1.000
6308;Paweł;Wójcik;Gdańsk;110;4686.55;0.563
6309;Tomasz;Kowalczyk;Gdańsk;222;4724.93;0.311
6310;Michał;Mazur;Łódź;322;4052.19;0.685
6311;Joanna;Kowalczyk;Wrocław;215;764.01;0.710
6312;Tomasz;Szymański;Wrocław;46;3187.88;0.705
6313;Marcin;Szymański;Wrocław;500;4491.08;0.752
6314;Barbara;Woźniak;Lublin;114;445.84;0.786
6315;Jan;Szymański;Katowice;407;2663.10;0.349
6316;Magdalena;Lewandowski;Wrocław;100;2088.87;1.000
6317;Marcin;Kwiatkowski;Kraków;277;1170.76;0.354
6318;Krzysztof;Lewandowski;Lublin;344;4943.20;1.000
6319;Katarzyna;Lewandowski;Łódź;363;893.82;1.000
6320;Magdalena;Mazur;Łódź;159;1097.57;1.000
6321;Michał;Kowalski;Lublin;35;1093.66;1.000
6322;Katarzyna;Woźniak;Wrocław;421;1673.39;0.520
6323;Andrzej;Szymański;Lublin;57;537.00;1.000
6324;Joanna;Dąbrowski;Gdańsk;158;1802.70;0.148
6325;Magdalena;Wójcik;Gdańsk;264;1241.46;0.528
6326;Andrzej;Zieliński;Wrocław;53;1471.36;0.869
6327;Ewa;Kamiński;Poznań;252;0.00;1.000
6328;Agnieszka;Mazur;Wrocław;333;165.72;0.730
6329;Michał;Kowalczyk;Poznań;474;1597.55;0.183
6330;Katarzyna;Lewandowski;Katowice;461;3135.65;1.000
6331;Barbara;Kamiński;Lublin;258;1043.01;1.000
6332;Ewa;Kowalski;Lublin;380;3441.36;0.237
6333;Maria;Lewandowski;Łódź;467;2366.64;0.949
6334;Magdalena;Szymański;Katowice;22;2297.36;0.720
6335;Maria;Dąbrowski;Katowice;81;4527.01;0.551
6336;Krzysztof;Mazur;Lublin;237;3021.11;1.000
6337;Krzysztof;Kozłowski;Lublin;360;1764.88;1.000
6338;Michał;Wójcik;Gdańsk;105;850.17;1.000
6339;Anna;Zieliński;Poznań;247;1624.21;0.539
6340;Michał;Wójcik;Katowice;465;3131.06;0.871
6341;Jan;Dąbrowski;Warszawa;399;4454.37;0.638
6342;Ewa;Kowalczyk;Łódź;261;4765.59;0.339
6343;Michał;Kwiatkowski;Lublin;311;2077.47;0.914
6344;Barbara;Szymański;Gdańsk;89;4479.34;1.000
6345;Magdalena;Dąbrowski;Wrocław;211;4062.54;1.000
6346;Krzysztof;Szymański;Wrocław;20;4976.43;0.553
6347;Marcin;Kowalski;Kraków;360;813.12;1.000
6348;Agnieszka;Kamiński;Łódź;243;3746.93;0.140
6349;Paweł;Kozłowski;Lublin;166;1864.41;1.000
6350;Anna;Wójcik;Wrocław;272;1366.54;1.000
6351;Paweł;Kowalski;Poznań;100;3958.25;0.401
6352;Maria;Zieliński;Gdańsk;73;1153.87;1.000
6353;Jan;Kowalczyk;Wrocław;222;2558.55;0.934
6354;Maria;Nowak;Kraków;136;4003.20;0.406
6355;Anna;Dąbrowski;Poznań;56;3444.67;0.419
6356;Magdalena;Dąbrowski;Warszawa;181;387.69;0.549
6357;Magdalena;Szymański;Warszawa;305;2662.29;0.422
6358;Joanna;Kozłowski;Kraków;478;2538.00;0.350
6359;Michał;Wójcik;Gdańsk;307;3056.69;0.966
6360;Brak danych;Lewandowski;Łódź;306;2209.88;1.000
6361;Paweł;Kwiatkowski;Łódź;484;1477.82;1.000
6362;Piotr;Kwiatkowski;Poznań;269;3444.29;0.279
6363;Joanna;Nowak;Łódź;101;1096.46;1.000
6364;Marcin;Kowalczyk;Łódź;252;1493.42;0.675
6365;Marcin;Dąbrowski;Lublin;271;3337.60;0.428
6366;Magdalena;Szymański;Poznań;439;945.81;0.800
6367;Magdalena;Lewandowski;Lublin;468;622.27;0.552
6368;Joanna;Wiśniewski;Kraków;279;4495.61;0.840
6369;Anna;Woźniak;Lublin;320;1034.22;1.000
6370;Magdalena;Kwiatkowski;Łódź;252;1617.99;0.360
6371;Paweł;Nowak;Lublin;76;856.05;1.000
6372;Tomasz;Kozłowski;Lublin;115;2113.61;0.312
6373;Andrzej;Zieliński;Kraków;15;4593.32;0.834
6374;Joanna;Woźniak;Katowice;129;4478.94;1.000
6375;Tomasz;Szymański;Wrocław;139;2923.48;1.000
6376;Katarzyna;Kowalczyk;Katowice;484;2131.69;0.563
6377;Anna;Dąbrowski;Warszawa;178;964.13;0.811
6378;Anna;Szymański;Warszawa;494;1561.48;0.297
6379;Michał;Kozłowski;Łódź;344;3067.22;0.733
6380;Marcin;Wójcik;Warszawa;252;2476.15;1.000
6381;Marcin;Kowalczyk;Gdańsk;440;722.46;0.256
6382;Joanna;Mazur;Gdańsk;422;4249.62;0.561
6383;Anna;Lewandowski;Łódź;166;352.96;0.671
6384;Jan;Woźniak;Wrocław;244;4689.87;1.000
6385;Magdalena;Dąbrowski;Katowice;250;1099.08;0.482
6386;Krzysztof;Kwiatkowski;Lublin;104;3352.28;0.176
6387;Anna;Wiśniewski;Katowice;474;3916.03;0.479
6388;Tomasz;Mazur;Gdańsk;22;4601.26;1.000
6389;Jan;Mazur;Wrocław;425;2283.22;1.000
6390;Ewa;Dąbrowski;Warszawa;111;2893.61;0.146
6391;Paweł;Nowak;Lublin;481;4853.42;1.000
6392;Joanna;Wiśniewski;Wrocław;436;2243.70;0.526
6393;Marcin;Dąbrowski;Gdańsk;90;3420.03;0.128
6394;Maria;Nowak;Warszawa;225;1244.87;1.000
6395;Maria;Kwiatkowski;Łódź;211;2818.89;0.630
6396;Andrzej;Dąbrowski;Lublin;377;2896.16;0.744
6397;Joanna;Kamiński;Wrocław;408;3323.28;0.483
6398;Andrzej;Dąbrowski;Kraków;457;4639.17;0.346
6399;Andrzej;Zieliński;Lublin;458;4626.08;1.000
6400;Joanna;Kowalski;Brak danych;352;1765.09;1.000
6401;Krzysztof;Kowalski;Kraków;252;3923.68;1.000
6402;Katarzyna;Nowak;Katowice;363;1001.31;0.945
6403;Paweł;Kowalski;Kraków;154;4157.54;1.000
6404;Ewa;Kozłowski;Katowice;451;4531.31;0.122
6405;Agnieszka;Lewandowski;Katowice;453;2120.03;0.548
6406;Tomasz;Woźniak;Łódź;220;2583.91;0.138
6407;Andrzej;Wiśniewski;Łódź;409;1681.96;1.000
6408;Magdalena;Szymański;Kraków;186;549.35;1.000
6409;Barbara;Nowak;Gdańsk;424;4569.48;1.000
6410;Agnieszka;Wójcik;Łódź;189;4695.09;0.313
6411;Marcin;Kwiatkowski;Katowice;308;3297.58;0.310
6412;Krzysztof;Kamiński;Łódź;147;3948.72;0.631
6413;Maria;Kowalczyk;Katowice;97;646.45;0.150
6414;Krzysztof;Szymański;Łódź;92;855.69;1.000
6415;Magdalena;Kozłowski;Lublin;147;3667.35;1.000
6416;Joanna;Wójcik;Lublin;32;1351.65;1.000
6417;Joanna;Woźniak;Wrocław;222;2373.95;0.246
6418;Barbara;Wiśniewski;Gdańsk;140;2885.14;0.895
6419;Andrzej;Wiśniewski;Katowice;369;4297.90;1.000
6420;Joanna;Woźniak;Wrocław;370;4783.49;0.363
6421;Magdalena;Wójcik;Gdańsk;491;4356.76;1.000
6422;Tomasz;Woźniak;Poznań;116;3700.51;0.609
6423;Andrzej;Mazur;Gdańsk;393;4038.32;0.233
6424;Krzysztof;Dąbrowski;Katowice;62;4024.69;0.510
6425;Maria;Kowalski;Lublin;312;4879.34;0.105
6426;Agnieszka;Kowalczyk;Lublin;228;4573.83;0.864
6427;Ewa;Mazur;Katowice;379;3226.82;1.000
6428;Krzysztof;Wiśniewski;Poznań;295;2308.02;1.000
6429;Tomasz;Woźniak;Lublin;134;2112.63;0.794
6430;Maria;Kwiatkowski;Wrocław;261;1284.11;1.000
6431;Ewa;Kamiński;Katowice;240;1009.56;1.000
6432;Krzysztof;Szymański;Poznań;425;1592.92;0.190
6433;Ewa;Lewandowski;Poznań;116;589.28;0.542
6434;Piotr;Woźniak;Wrocław;183;2460.31;1.000
6435;Agnieszka;Dąbrowski;Katowice;422;4169.77;0.284
6436;Marcin;Kwiatkowski;Lublin;356;2695.29;0.509
6437;Maria;Mazur;Kraków;247;235.06;0.564
6438;Agnieszka;Szymański;Wrocław;252;4686.70;0.885
6439;Andrzej;Szymański;Gdańsk;30;3254.79;0.475
6440;Krzysztof;Wójcik;Wrocław;185;35.83;1.000
6441;Jan;Wiśniewski;Warszawa;282;3046.44;0.917
6442;Joanna;Wiśniewski;Poznań;383;2817.99;0.312
6443;Agnieszka;Wiśniewski;Gdańsk;188;1517.10;0.970
6444;Anna;Kwiatkowski;Gdańsk;316;1951.27;1.000
6445;Maria;Kamiński;Kraków;281;4140.86;0.463
6446;Maria;Wójcik;Wrocław;485;421.50;1.000
6447;Marcin;Kamiński;Katowice;179;4608.35;0.568
6448;Michał;Zieliński;Gdańsk;232;276.78;0.237
6449;Agnieszka;Nowak;Poznań;260;2138.99;1.000
6450;Marcin;Wójcik;Łódź;467;297.30;0.548
6451;Joanna;Szymański;Warszawa;44;320.99;1.000
6452;Marcin;Dąbrowski;Łódź;397;2527.79;1.000
6453;Tomasz;Kwiatkowski;Gdańsk;44;4998.69;0.676
6454;Piotr;Szymański;Kraków;222;4422.11;0.186
6455;Anna;Mazur;Kraków;325;2101.06;0.411
6456;Michał;Wiśniewski;Wrocław;325;1345.14;1.000
6457;Anna;Zieliński;Poznań;463;2091.77;0.179
6458;Paweł;Kozłowski;Katowice;461;867.11;1.000
6459;Marcin;Lewandowski;Lublin;87;220.49;1.000
6460;Piotr;Woźniak;Poznań;465;4974.75;1.000
6461;Marcin;Kowalski;Gdańsk;-497;1048.30;0.505
6462;Magdalena;Lewandowski;Katowice;311;1244.40;0.691
6463;Joanna;Kwiatkowski;Katowice;366;340.51;0.795
6464;Magdalena;Woźniak;Wrocław;87;2582.88;0.954
6465;Jan;Woźniak;Warszawa;153;1232.10;0.766
6466;Marcin;Mazur;Poznań;11;4809.51;0.399
6467;Maria;Kwiatkowski;Poznań;333;1787.25;1.000
6468;Marcin;Dąbrowski;Gdańsk;328;3188.44;0.203
6469;Andrzej;Kozłowski;Kraków;475;1891.31;0.928
6470;Paweł;Woźniak;Kraków;366;762.77;1.000
6471;Maria;Kowalski;Katowice;286;3880.48;1.000
6472;Michał;Wiśniewski;Łódź;34;635.47;0.797
6473;Agnieszka;Kowalski;Lublin;445;331.77;0.732
6474;Andrzej;Nowak;Warszawa;187;574.13;0.256
6475;Katarzyna;Kwiatkowski;Katowice;252;2194.19;0.550
6476;Paweł;Lewandowski;Łódź;370;2334.91;0.725
6477;Jan;Zieliński;Łódź;463;45.63;0.130
6478;Marcin;Kowalski;Warszawa;426;4003.21;0.780
6479;Barbara;Kowalczyk;Wrocław;210;1892.90;0.818
6480;Brak danych;Kamiński;Gdańsk;433;4014.72;1.000
6481;Michał;Lewandowski;Gdańsk;245;1785.07;0.152
6482;Piotr;Zieliński;Lublin;64;3640.59;0.389
6483;Maria;Kowalczyk;Gdańsk;253;866.09;0.135
6484;Krzysztof;Szymański;Wrocław;403;3696.10;1.000
6485;Anna;Kowalski;Kraków;389;4147.91;1.000
6486;Magdalena;Dąbrowski;Gdańsk;240;3296.58;0.517
6487;Barbara;Lewandowski;Poznań;20;3886.33;0.782
6488;Joanna;Mazur;Katowice;75;4620.51;0.329
6489;Katarzyna;Woźniak;Warszawa;312;3159.44;0.499
6490;Joanna;Kozłowski;Kraków;252;4241.40;0.291
6491;Joanna;Wójcik;Łódź;126;3924.39;0.537
6492;Jan;Wiśniewski;Kraków;475;868.31;0.434
6493;Agnieszka;Dąbrowski;Gdańsk;172;37.58;0.144
6494;Paweł;Wiśniewski;Kraków;286;2471.25;0.156
6495;Marcin;Kamiński;Kraków;141;4161.08;0.166
6496;Katarzyna;Mazur;Poznań;500;4968.48;1.000
6497;Michał;Kozłowski;Poznań;339;2938.45;0.506
6498;Maria;Wójcik;Gdańsk;56;3498.63;0.486
6499;Ewa;Szymański;Poznań;371;3508.53;0.216
6500;Paweł;Mazur;Warszawa;252;510.02;0.449
6501;Agnieszka;Kamiński;Kraków;113;1257.16;0.543
6502;Piotr;Mazur;Lublin;181;1070.42;0.951
6503;Tomasz;Wiśniewski;Warszawa;405;1580.79;1.000
6504;Jan;Wójcik;Warszawa;128;3172.75;0.578
6505;Michał;Kowalczyk;Warszawa;374;4402.34;0.512
6506;Michał;Kozłowski;Wrocław;334;1314.77;0.894
6507;Tomasz;Wójcik;Lublin;348;4287.31;1.000
6508;Tomasz;Dąbrowski;Poznań;170;49.22;1.000
6509;Tomasz;Kowalski;Wrocław;449;3137.65;0.461
6510;Paweł;Nowak;Kraków;193;3681.11;0.548
6511;Barbara;Kowalski;Kraków;366;4904.58;0.123
6512;Marcin;Wiśniewski;Katowice;252;4575.82;0.290
6513;Andrzej;Zieliński;Łódź;381;1950.40;0.118
6514;Barbara;Wiśniewski;Katowice;292;675.51;0.232
6515;Maria;Kowalczyk;Warszawa;323;4536.45;0.231
6516;Ewa;Lewandowski;Lublin;187;31.59;1.000
6517;Ewa;Kamiński;Lublin;118;3284.51;0.976
6518;Michał;Wiśniewski;Łódź;238;3880.18;1.000
6519;Paweł;Kwiatkowski;Łódź;38;2244.53;0.160
6520;Krzysztof;Szymański;Warszawa;172;1975.02;1.000
6521;Michał;Kowalczyk;Poznań;49;4937.30;1.000
6522;Katarzyna;Lewandowski;Wrocław;409;3014.68;0.709
6523;Tomasz;Dąbrowski;Łódź;410;4048.80;1.000
6524;Maria;Woźniak;Warszawa;494;1769.35;1.000
6525;Anna;Nowak;Łódź;162;2476.15;1.000
6526;Andrzej;Zieliński;Kraków;139;3788.60;0.858
6527;Marcin;Kowalski;Łódź;288;3056.59;1.000
6528;Paweł;Mazur;Kraków;355;4964.94;1.000
6529;Tomasz;Szymański;Gdańsk;34;2680.72;1.000
6530;Jan;Kowalczyk;Warszawa;47;4813.98;0.890
6531;Marcin;Nowak;Kraków;252;2513.88;0.896
6532;Barbara;Szymański;Katowice;76;2893.53;1.000
6533;Jan;Mazur;Gdańsk;183;2328.95;0.925
6534;Katarzyna;Nowak;Wrocław;281;3350.45;1.000
6535;Krzysztof;Nowak;Poznań;479;4253.32;1.000
6536;Marcin;Dąbrowski;Gdańsk;228;3746.81;1.000
6537;Barbara;Kozłowski;Lublin;41;794.75;1.000
6538;Maria;Kowalski;Lublin;241;4919.65;1.000
6539;Michał;Kozłowski;Warszawa;23;1239.55;0.712
6540;Katarzyna;Kozłowski;Wrocław;189;106.36;1.000
6541;Krzysztof;Kowalski;Wrocław;445;4530.18;1.000
6542;Krzysztof;Wiśniewski;Lublin;111;3408.39;1.000
6543;Anna;Nowak;Łódź;155;2487.44;1.000
6544;Jan;Szymański;Łódź;197;3856.85;0.218
6545;Marcin;Zieliński;Warszawa;218;1459.37;1.000
6546;Barbara;Dąbrowski;Łódź;418;496.87;0.461
6547;Ewa;Woźniak;Kraków;494;4324.83;0.810
6548;Katarzyna;Kowalczyk;Gdańsk;172;1823.57;1.000
6549;Michał;Kowalski;Warszawa;252;217.09;1.000
6550;Agnieszka;Kwiatkowski;Katowice;10;2023.87;0.692
6551;Magdalena;Kozłowski;Łódź;457;2323.71;1.000
6552;Andrzej;Kwiatkowski;Kraków;-54;3456.40;0.908
6553;Marcin;Kozłowski;Warszawa;320;2638.66;0.885
6554;Michał;Zieliński;Lublin;37;4974.32;0.819
6555;Barbara;Kamiński;Katowice;192;3971.78;0.420
6556;Krzysztof;Kowalski;Lublin;328;4687.46;0.155
6557;Ewa;Szymański;Katowice;227;3013.29;0.242
6558;Piotr;Nowak;Łódź;1;3150.82;0.931
6559;Anna;Wójcik;Łódź;453;1709.89;0.475
6560;Marcin;Zieliński;Kraków;316;4480.18;0.315
6561;Barbara;Kamiński;Gdańsk;414;1783.49;0.368
6562;Tomasz;Lewandowski;Wrocław;126;4198.34;0.857
6563;Katarzyna;Wiśniewski;Warszawa;319;3023.25;0.705
6564;Tomasz;Wójcik;Łódź;54;1165.64;0.886
6565;Paweł;Mazur;Katowice;28;4878.07;1.000
6566;Magdalena;Kowalski;Katowice;98;4414.74;1.000
6567;Piotr;Kwiatkowski;Łódź;415;931.56;1.000
6568;Jan;Wiśniewski;Kraków;328;4320.58;0.173
6569;Jan;Dąbrowski;Warszawa;22;3923.40;0.349
6570;Ewa;Kowalski;Wrocław;103;826.96;1.000
6571;Tomasz;Wiśniewski;Wrocław;168;872.09;0.657
6572;Piotr;Nowak;Kraków;397;2960.46;1.000
6573;Jan;Lewandowski;Poznań;440;179.53;0.979
6574;Magdalena;Kamiński;Kraków;261;1143.64;1.000
6575;Marcin;Wójcik;Łódź;239;1442.00;0.755
6576;Andrzej;Kozłowski;Katowice;242;2804.55;0.565
6577;Krzysztof;Kozłowski;Gdańsk;322;3553.84;1.000
6578;Joanna;Kwiatkowski;Warszawa;153;54.36;0.244
6579;Maria;Nowak;Gdańsk;96;2413.95;1.000
6580;Andrzej;Kwiatkowski;Kraków;287;4534.55;0.693
6581;Krzysztof;Zieliński;Katowice;492;1759.84;1.000
6582;Andrzej;Lewandowski;Łódź;14;922.64;0.255
6583;Magdalena;Szymański;Warszawa;225;996.41;0.451
6584;Katarzyna;Kowalczyk;Warszawa;198;2006.35;0.880
6585;Katarzyna;Wiśniewski;Kraków;254;203.70;1.000
6586;Anna;Kamiński;Kraków;252;2235.02;1.000
6587;Jan;Kwiatkowski;Wrocław;373;406.57;1.000
6588;Marcin;Wiśniewski;Poznań;49;4089.21;0.363
6589;Michał;Kowalczyk;Lublin;99;1600.58;0.935
6590;Joanna;Zieliński;Lublin;357;4544.01;0.984
6591;Michał;Woźniak;Lublin;354;665.54;0.624
6592;Magdalena;Kamiński;Łódź;298;1204.56;0.251
6593;Jan;Wójcik;Warszawa;409;1093.16;1.000
6594;Magdalena;Dąbrowski;Gdańsk;405;2053.65;0.815
6595;Magdalena;Wiśniewski;Lublin;36;4577.89;1.000
6596;Katarzyna;Kwiatkowski;Warszawa;103;4559.46;0.368
6597;Katarzyna;Kwiatkowski;Katowice;197;4443.75;1.000
6598;Barbara;Mazur;Kraków;254;128.95;0.717
6599;Joanna;Woźniak;Lublin;16;2350.84;1.000
6600;Brak danych;Wójcik;Brak danych;252;1320.74;1.000
6601;Krzysztof;Kamiński;Poznań;384;4563.85;0.706
6602;Agnieszka;Nowak;Katowice;65;2463.21;0.585
6603;Katarzyna;Woźniak;Wrocław;114;2915.44;0.673
6604;Magdalena;Wójcik;Poznań;176;3400.28;0.413
6605;Barbara;Nowak;Łódź;34;2617.96;0.279
6606;Krzysztof;Kwiatkowski;Kraków;88;847.19;1.000
6607;Ewa;Kamiński;Poznań;103;3698.96;1.000
6608;Agnieszka;Wiśniewski;Wrocław;189;1562.55;0.428
6609;Ewa;Szymański;Warszawa;376;436.42;1.000
6610;Tomasz;Woźniak;Łódź;248;4190.23;0.675
6611;Ewa;Kowalski;Katowice;325;2770.04;1.000
6612;Paweł;Kozłowski;Kraków;284;3280.53;1.000
6613;Ewa;Mazur;Wrocław;36;3805.60;0.823
6614;Tomasz;Wójcik;Kraków;360;4811.20;1.000
6615;Krzysztof;Szymański;Łódź;320;475.54;0.548
6616;Jan;Nowak;Wrocław;397;4836.72;0.236
6617;Paweł;Lewandowski;Lublin;49;3874.22;1.000
6618;Katarzyna;Kowalski;Gdańsk;416;3606.23;1.000
6619;Paweł;Kwiatkowski;Warszawa;328;742.60;1.000
6620;Michał;Kozłowski;Warszawa;313;3829.35;1.000
6621;Barbara;Wójcik;Wrocław;228;4704.82;0.760
6622;Maria;Kozłowski;Katowice;52;3190.89;1.000
6623;Andrzej;Szymański;Warszawa;252;510.31;0.778
6624;Anna;Woźniak;Warszawa;217;3485.43;0.639
6625;Joanna;Nowak;Wrocław;248;2232.22;0.688
6626;Jan;Szymański;Wrocław;266;527.66;0.770
6627;Ewa;Szymański;Kraków;203;4814.67;1.000
6628;Ewa;Zieliński;Kraków;394;4571.74;1.000
6629;Piotr;Kozłowski;Łódź;70;3766.45;1.000
6630;Anna;Woźniak;Lublin;252;2663.61;1.000
6631;Ewa;Szymański;Katowice;32;2627.11;0.424
6632;Agnieszka;Dąbrowski;Lublin;99;4172.49;1.000
6633;Agnieszka;Lewandowski;Gdańsk;174;2537.74;1.000
6634;Katarzyna;Dąbrowski;Lublin;485;4097.71;1.000
6635;Andrzej;Wójcik;Warszawa;274;4368.97;1.000
6636;Krzysztof;Nowak;Katowice;133;1355.86;0.321
6637;Magdalena;Kwiatkowski;Lublin;2;612.30;0.123
6638;Krzysztof;Kwiatkowski;Katowice;464;3191.01;0.936
6639;Andrzej;Kamiński;Poznań;217;4237.27;1.000
6640;Tomasz;Zieliński;Wrocław;422;2894.78;0.763
6641;Barbara;Dąbrowski;Katowice;212;3430.01;1.000
6642;Marcin;Szymański;Kraków;442;4257.57;1.000
6643;Magdalena;Kwiatkowski;Gdańsk;-247;1810.69;0.346
6644;Maria;Nowak;Katowice;196;4956.84;1.000
6645;Krzysztof;Kozłowski;Poznań;26;482.00;1.000
6646;Marcin;Kowalczyk;Kraków;21;432.89;0.227
6647;Michał;Kowalczyk;Lublin;241;2738.59;0.406
6648;Andrzej;Wójcik;Katowice;36;803.63;1.000
6649;Katarzyna;Wiśniewski;Lublin;250;4900.17;1.000
6650;Barbara;Dąbrowski;Gdańsk;420;3433.09;1.000
6651;Barbara;Szymański;Wrocław;381;1192.28;1.000
6652;Paweł;Kozłowski;Katowice;271;4441.24;1.000
6653;Maria;Kowalski;Lublin;154;541.92;0.420
6654;Jan;Kamiński;Lublin;195;4756.93;0.673
6655;Piotr;Kowalczyk;Wrocław;261;3134.48;0.715
6656;Maria;Dąbrowski;Poznań;401;3014.76;1.000
6657;Maria;Kamiński;Poznań;180;4362.26;1.000
6658;Piotr;Woźniak;Katowice;470;4127.15;1.000
6659;Paweł;Wiśniewski;Lublin;272;2607.91;1.000
6660;Andrzej;Wiśniewski;Lublin;252;0.00;0.944
6661;Tomasz;Zieliński;Warszawa;72;1570.80;1.000
6662;Magdalena;Nowak;Poznań;228;1632.76;0.491
