id;imie;nazwisko;miasto;ilosc;kwota;wpsolczynnik
4709;Jan;Wiśniewski;Wrocław;245;2989.16;1.122
4710;Paweł;Kowalczyk;GDAŃSK;498;2751,09;1.444
4711;Anna;Mazur;Gdańsk;415;499.83;0.593
4712;Tomasz;Lewandowski;Katowice;347;1407.62;0,596
4713;Jan;Kowalski;Wrocław;424;3300.01;0.862
4714;Jan;Szymański;Kraków ;441;3757.85;1.026
4715;Joanna;Woźniak;Gdansk;109;204,84 zł;0.868
4716;Tomasz;Nowak;Katowice;191;1523.59;0,468
4717;Katarzyna;Woźniak;krakow;177;2023.05;0.931
4718;Michał;Wójcik;Katowic;380;4441.07;0.284
4719;Jan;Zieliński;KATOWICE;378;1212.94;0.924
4720;Michał;Woźniak;krakow;256;2075,20;1,128
4721;Marcin;Kowalski;Lodz;316;4447.47;1.399
4722;Ewa;Kamiński;poznan;416;4048.96;0.612
4723;Joanna;Wiśniewski;Krakow ;377;3382.01;0.915
4724;Michał;Kozłowski;Gdansk;171;1865.08;1,391
4725;Jan;Mazur;Katowic;117;3949,40;
4726;Maria;Zieliński;Łodz;230;158.67;0.271
4727;Anna;Wójcik;POZNAŃ;370;3158.99;0.342
4728;Maria;Lewandowski;Krakow ;167;3588.90;1,202
4729;Piotr;Kowalski;Łódź;232;4514.82;0.62
4730;Jan;Mazur;Gdansk;;1942,92;1.234.5
4731;Piotr;Wójcik;Gdansk;444;1751.97;0.248
4732;Jan;Woźniak;LUBLIN;-411;1525.75;0,429
4733;Katarzyna;Nowak;gdansk;286;1686.13;0.925
4734;Ewa;Wiśniewski;Lodz;77;266.36;0.458
4735;Barbara;Kowalski;lublin;486;2104,43;1.064
4736;Piotr;SZYMAŃSKI;Lodz;260 szt;1791.04;0,927
4737;Piotr;Nowak;Gdańsk;459;4781.79;0.129
4738;Piotr;Wójcik;katowice;333;3204.29 zł;0.553
4739;Jan;Dąbrowski;WARSZAWA;29;3902.94;1.262
4740;Tomasz;Wójcik;Wrocław;137;4 202.74;0,717
4741;Ewa;Szymański;Lubln;84;3500.04;1.225
4742;Piotr;Kwiatkowski;Poznan;140;336.63;0.241
4743;Katarzyna;Zieliński;wroclaw;190;467.34;1.12
4744;Anna;Kowalski;Katowice;388;4931.18;0,946
4745;michał;Wiśniewski;łódź;392;923,42;0.98
4746;Joanna;Kowalski;Wroclaw;290;4347.91;0.562
4747;Barbara;Nowak;Poznan;257;569.48;0.301
4748;Maria;Kamiński;katowice;276;1735.49;1,217
4749;Joanna;Kowalczyk;krakow;247;4042.31;1.333
4750;  Magdalena ;Dąbrowski;KATOWICE;447;615,78;0.772
4751;Paweł;Wójcik;Gdańsk;404;4397.69;0.77
4752;Jan;Kowalczyk;KATOWICE;77;4278.22;66%
4753;Andrzej;Woźniak;Gdansk;308;4770.73;0.312
4754;Krzysztof;Kwiatkowski;Kraków ;1;187.61;1.473
4755;Maria;Dąbrowski;Kraków;40;2101,87;0.878
4756;Magdalena;Mazur;Wrocław;127;751.78;0,104
4757;Magdalena;Nowak;WROCŁAW;12;150.05;0.852
4758;Agnieszka;Mazur;poznan;440;3309.65;0.877
4759;Katarzyna;Wójcik;Krakow;197;2883.50;0.503
4760;Jan;Nowak  ;gdansk;124;66,95;0,667
4761;Michał;Woźniak;łódź;327;1108.51 zł;0.892
4762;Marcin;Dąbrowski;GDAŃSK;118;2440.58;1.36
4763;Joanna;Kamiński;Poznań;404;813.88;1.152
4764;Ewa;Wójcik;Łódź;470;3175.86;0,903
4765;Jan;Mazur;Katowic;437;2749,10;0.498
4766;Paweł;Kwiatkowski;Łodz;384;2537.90;0.428
4767;Joanna;Zieliński;wroclaw;141;3684.82;1.38
4768;Jan;Mazur;Wwa;252;1283.66;0,997
4769;Magdalena;Nowak;LUBLIN;202;2417.09;0.584
4770;Andrzej;Kozłowski;Łodz;253;1252,90;0.791
4771;Krzysztof;Szymański;poznan;114;4383.96;1.314
4772;Katarzyna;Dąbrowski;warszawa;8;3202.82;0,515
4773;Anna;Kowalczyk;Warszwa;487 szt;3739.06;1.26
4774;Maria;Wójcik;Lodz;488;2865.26;0.305
4775;Katarzyna;Kowalczyk;Wrocław;489;2371,74;0.588
4776;Anna;Wiśniewski;Wrocław;409;3327.25;1,427
4777;Barbara;Lewandowski;Katowic;108;3180.90;0.417
4778;Paweł;Zieliński;Warszawa;348;1046.51;0.524
4779;Marcin;Kowalczyk;Katowic;222;4712.96;1.04
4780;Barbara;Wójcik;KRAKÓW;137;4450,05;1,233
4781;Barbara;Mazur;Poznan;60;575.54;1.054
4782;Joanna;Mazur;WARSZAWA;43;3962.95;1.219
4783;Piotr;Nowak;łódź;351;3819.53;1.487
4784;Andrzej;Kowalczyk;GDAŃSK;198;2597.23 zł;0,674
4785;Barbara;Kamiński;warszawa;197;;0.97
4786;Magdalena;Wiśniewski;Lubln;323;932.92;0.995
4787;Michał;Kamiński; Warszawa;435;2951.18;0.212
4788;Piotr;Kwiatkowski;Gdansk;62;1294.58;0,703
4789;Anna;Kwiatkowski;poznan;18;1308.47;0.621
4790;Barbara;Kamiński;poznan;336;1644,19;0.317
4791;Michał;Nowak;Poznań;474;4503.07;1.378
4792;Jan;Dąbrowski;Łódź;240;3633.96;0,761
4793;Magdalena;Kowalski;Warszawa ;58;1961.41;0.91
4794;Katarzyna;Kowalczyk;katowice;141;763.84;0.521
4795;Katarzyna;Kamiński;WARSZAWA;151;2789,33;0.284
4796;Katarzyna;Lewandowski;Lublin;381;2263.65;0,366
4797;Jan;Kamiński;GDAŃSK;22;972.60;0.2
4798;Piotr;Wójcik;łódź;172;2131.79;1.045
4799;Paweł;Szymański;Katowic;384;2720.93;0.904
4800;;WÓJCIK;;270;4 792.76;0,192
4801;Maria;Wójcik;lublin;478;4124.70;0.368
4802;Anna;Woźniak;WARSZAWA;111;274.35;0.905
4803;Michał;Kowalski;warszawa;390;3473.57;0.988
4804;Michał;Lewandowski;Lublin;281;989.30;0,534
4805;Tomasz;Dąbrowski;LODZ;477;730,51;0.749
4806;Krzysztof;Woźniak;poznan;153;3358.93;0.278
4807;Jan;Dąbrowski;lublin;276;2894.87 zł;0.8
4808;Paweł;Mazur;POZNAŃ;196;3845.62;0,968
4809;Katarzyna;Dąbrowski;Lubln;93;811.51;0.26
4810;Katarzyna;Zieliński;wroclaw;abc;4133,95;0.462
4811;Andrzej;Nowak;Krakow;325;1326.37;0.36
4812;Jan;Dąbrowski;LUBLIN;327;365.83;1,005
4813;Joanna;Lewandowski;Wwa;252;1866.61;1.265
4814;Tomasz;Kozłowski;warszawa;264;1870.17;0.208
4815;Michał;Woźniak;łódź;246;4351,52;1.492
4816;Tomasz;Wójcik;gdansk;190;4273.72;0,535
4817;Maria;Mazur;Warszwa;108;4942.52;0.56
4818;andrzej;Kwiatkowski;KRAKÓW;274;3838.45;0.71
4819;Agnieszka;Wójcik;Lodz;420;3880.62;1.031
4820;Magdalena;Mazur;gdansk;460;1818,08;0,27
4821;Joanna;Szymański;Wroclaw;109;2392.68;0.631
4822;Agnieszka;Dąbrowski;WARSZAWA;383;3643.39;0.508
4823;Katarzyna;Wójcik;Lodz;-381;1876.02;0.251
4824;Barbara;Kamiński;WROCŁAW;311;1308.81;1,256
4825;Ewa;Woźniak;KATOWICE;62;1077,43;0.947
4826;Agnieszka;Dąbrowski;Wroclaw;40;4364.76;0.39
4827;Jan;Szymański;Warszawa;411;2864.29;1.218
4828;Katarzyna;Szymański;łódź;177;2613.85;0,501
4829;Krzysztof;Lewandowski;łódź;281;3758.75;1.234
4830;Ewa;Kowalski;Gdansk;240;3428,49 zł;
4831;Magdalena;Lewandowski;WROCŁAW;58;1511.97;1.482
4832;Andrzej;Kamiński;Katowice;358;1306.83;0,678
4833;Katarzyna;Lewandowski;Gdansk;498;2677.07;0.624
4834;Magdalena;Szymański;KRAKÓW;389;1236.44;1.365
4835;Paweł;Zieliński;wroclaw;53;4380,62;1.175
4836;Krzysztof;Szymański;lublin;233;3373.21;0,218
4837;Piotr;Woźniak;KATOWICE;42;2653.53;0.891
4838;Piotr;Nowak;LODZ;177;3697.30;1.237
4839;Andrzej;Nowak;Lubln;395;198.05;1.152
4840;Katarzyna;Kamiński;poznan;;3835,15;23%
4841;Joanna;Kowalski;warszawa;92;3241.15;0.517
4842;Andrzej;Wójcik;wroclaw;93;4790.78;0.901
4843;Paweł;Kowalski;Wrocław;456;4319.61;0.706
4844;Agnieszka;Wiśniewski;Kraków ;355;3875.30;0,933
4845;Maria;Kozłowski;Kraków ;390;3641,74;0.991
4846;Maria;Kowalczyk;Wrocław;114;4110.70;0.44
4847;Ewa;Wójcik;GDAŃSK;313 szt;2282.85;0.778
4848;Piotr;Kwiatkowski;LUBLIN;278;594.46;0,875
4849;Krzysztof;Kamiński;katowice;310;109.49;1.409
4850;  Piotr ;Kowalczyk;KATOWICE;390;4354,36;0.617
4851;Paweł;Wiśniewski;wroclaw;203;4432.77;0.198
4852;Katarzyna;Szymański;KATOWICE;462;1858.15;0,965
4853;Agnieszka;Wójcik;wroclaw;443;583.51 zł;1.428
4854;Krzysztof;Dąbrowski;Katowice;339;4158.05;0.496
4855;Ewa;Nowak;Kraków ;89;2472,22;0.387
4856;Krzysztof;Dąbrowski;Warszwa;314;2313.30;1,227
4857;Katarzyna;Kozłowski;łódź;34;2018.12;0.33
4858;Agnieszka;Dąbrowski;Łódź;165;2372.14;1.392
4859;Andrzej;Dąbrowski;Gdańsk;309;2654.82;0.947
4860;Marcin;Woźniak;Katowic;300;2 971.34;1,327
4861;Ewa;Wójcik;Katowic;327;1588.52;1.24
4862;Ewa;Woźniak;Krakow;398;603.28;0.77
4863;Piotr;Kowalski;Kraków;37;4343.37;0.727
4864;Agnieszka;KWIATKOWSKI;katowice;279;2897.24;0,672
4865;Barbara;Kozłowski;WROCŁAW;72;3531,63;0.192
4866;Ewa;Kwiatkowski;Kraków;422;1184.23;0.675
4867;Piotr;Kamiński;Poznan;448;4422.14;0.964
4868;Krzysztof;Kwiatkowski;WARSZAWA;267;4555.61;0,466
4869;Tomasz;Wiśniewski;GDAŃSK;286;398.85;0.745
4870;Krzysztof;Szymański;Katowice;378;2012,31;0.348
4871;Anna;Szymański;Katowice;493;4750.71;1.302
4872;Krzysztof;Wójcik;LUBLIN;214;4453.29;0,471
4873;Joanna;Kamiński;gdansk;256;4044.75;0.311
4874;Andrzej;Lewandowski;krakow;130;4956.96;0.712
4875;Joanna;Mazur;Kraków;151;440,30;0.128
4876;Agnieszka;Lewandowski;Lublin;242;334.83 zł;0,282
4877;Agnieszka;Kamiński;Poznań;474;580.90;1.407
4878;Maria;Dąbrowski;Gdańsk;381;4295.02;0.792
4879;Joanna;Kwiatkowski;Kraków ;491;2650.34;0.761
4880;Anna;Kwiatkowski;Warszwa;421;970,48;1,055
4881;Katarzyna;Kowalski;LUBLIN;359;3145.96;0.577
4882;Anna;Woźniak;wroclaw;197;3714.05;1.398
4883;Jan;Kozłowski;Wrocław;462;4567.78;1.051
4884;Marcin;Kwiatkowski;LUBLIN;92 szt;2232.42;1,27
4885;Piotr;Nowak;Lodz;223;2516,42;1.344
4886;Michał;Wójcik;Wrocław;306;3227.81;0.334
4887;Joanna;Nowak;poznan;313;218.23;0.737
4888;Maria;Kozłowski;gdansk;353;3500.90;0,149
4889;Tomasz;Wiśniewski;Katowic;424;4901.67;1.022
4890;Paweł;Dąbrowski;krakow;334;3731,70;1.188
4891;michał;Kamiński;Warszawa ;24;263.40;0.15
4892;Andrzej;Mazur;warszawa;45;3971.21;1,364
4893;Krzysztof;Woźniak; Warszawa;394;1012.01;1.203
4894;Katarzyna;Kowalczyk;POZNAŃ;285;2202.68;0.477
4895;Piotr;Mazur;Wroclaw;386;3114,35;0.362
4896;Paweł;Wiśniewski;Poznań;191;2483.62;0,157
4897;Michał;Kowalski;Krakow;406;3939.37;0.665
4898;Katarzyna;Lewandowski;POZNAŃ;45;4676.88;1.241
4899;Ewa;Kamiński;gdansk;136;736.15 zł;1.449
4900;  Piotr ;Kowalczyk  ;Warszwa;180;4469,07;0,917
4901;Maria;Kowalczyk;poznan;333;1838.42;0.137
4902;Anna;Dąbrowski;Gdańsk;101;57.81;0.675
4903;Tomasz;Lewandowski;poznan;466;1825.04;1.385
4904;Paweł;Kowalski;warszawa;213;2319.32;0,571
4905;Tomasz;Zieliński;łódź;290;3448,25;1.453
4906;Paweł;Kwiatkowski;katowice;245;4385.57;0.789
4907;Krzysztof;Woźniak;Katowice;145;679.75;0.636
4908;Agnieszka;Wiśniewski;Lodz;473;728.23;0,972
4909;Krzysztof;Kowalczyk;wroclaw;57;2039.08;0.268
4910;Magdalena;Nowak;Poznan;345;2373,31;0.589
4911;Maria;Wójcik;Kraków ;345;1115.64;1.495
4912;Magdalena;Kozłowski;Gdansk;12;2908.09;1,394
4913;Tomasz;Kozłowski;Krakow ;95;3982.77;0.702
4914;Andrzej;Zieliński;krakow;-152;1629.08;1.137
4915;Piotr;Lewandowski;Poznan;114;759,85;0.497
4916;Krzysztof;Lewandowski;Poznań;352;4631.16;0,126
4917;Katarzyna;Kamiński;warszawa;248;2215.91;0.482
4918;Marcin;Kwiatkowski;KRAKÓW;40;2676.02;1.105
4919;Barbara;Kozłowski;lublin;427;1384.20;1.045
4920;;Kowalczyk;Katowic;482;2 017.82;0,956
4921;Andrzej;Zieliński;KATOWICE;297 szt;2365.85;0.493
4922;Jan;Kamiński;Łódź;476;1302.27 zł;0.145
4923;Agnieszka;Kamiński; Warszawa;410;3957.76;0.23
4924;Joanna;Lewandowski;Lublin;247;1518.86;0,497
4925;Katarzyna;Woźniak;Warszawa;356;285,04;0.212
4926;Michał;Kozłowski;Krakow ;94;1757.87;1.053
4927;Joanna;Kwiatkowski;GDAŃSK;58;59.54;0.56
4928;Marcin;WOŹNIAK;krakow;107;610.96;67%
4929;Andrzej;Wójcik;Katowice;133;457.41;0.245
4930;Jan;Kozłowski;KRAKÓW;287;;0.182
4931;Michał;Mazur;KATOWICE;116;1783.20;1.022
4932;Ewa;Kwiatkowski;Lubln;440;402.19;0,574
4933;Krzysztof;Wójcik;LODZ;136;3132.21;1.428
4934;Paweł;Kwiatkowski;Gdansk;430;1584.35;1.4
4935;Agnieszka;Nowak;krakow;259;1358,20;
4936;Joanna;Zieliński;Warszawa;6;2999.58;0,425
4937;Katarzyna;Kozłowski;GDAŃSK;485;1941.56;0.891
4938;Barbara;Woźniak;Katowic;297;1524.94;1.213
4939;Marcin;Zieliński;Katowic;21;3151.10;0.163
4940;Agnieszka;Kamiński;katowice;abc;4932,96;0,428
4941;Barbara;Kamiński;lublin;99;44.73;0.518
4942;Marcin;Wiśniewski;Kraków ;262;4239.43;0.911
4943;Agnieszka;Mazur;Wroclaw;465;2254.44;0.638
4944;Jan;Lewandowski;Wwa;184;1157.41;0,618
4945;Anna;Wiśniewski;wroclaw;150;2063,29 zł;1.234.5
4946;Tomasz;Nowak;Wrocław;79;2090.94;1.023
4947;Michał;Nowak; Warszawa;256;635.28;0.378
4948;Paweł;Szymański;gdansk;47;1249.73;0,382
4949;Katarzyna;Kowalski;LUBLIN;254;3219.48;0.928
4950;  Anna ;Kozłowski;POZNAŃ;;2447,10;0.69
4951;Anna;Wiśniewski;Katowice;464;2817.98;0.965
4952;Piotr;Woźniak;Wwa;482;1297.22;1,389
4953;Ewa;Kowalczyk;katowice;201;4049.20;1.16
4954;Ewa;Szymański;Warszawa ;244;1782.52;0.363
4955;Maria;Mazur;Lublin;391;813,40;0.817
4956;Andrzej;Kowalczyk;Krakow ;330;1427.40;1,291
4957;Krzysztof;Zieliński;poznan;144;1822.14;1.49
4958;Agnieszka;Mazur;Gdansk;453 szt;263.61;0.556
4959;Paweł;Zieliński;WROCŁAW;366;2152.83;1.184
4960;Joanna;Lewandowski;Katowic;439;4923,35;0,871
4961;Tomasz;Zieliński;Łodz;448;4071.63;1.459
4962;Andrzej;Kwiatkowski;Łódź;43;2087.05;1.29
4963;Jan;Kozłowski;warszawa;55;3798.84;0.718
4964;andrzej;Kowalski;Łódź;70;2386.70;0,895
4965;Piotr;Lewandowski;LUBLIN;99;2636,69;1.189
4966;Katarzyna;Kozłowski;lublin;80;2787.28;0.439
4967;Maria;Kowalski; Warszawa;404;2476.60;0.546
4968;Piotr;Wójcik;Łódź;223;985.25 zł;0,739
4969;Agnieszka;Woźniak;KRAKÓW;407;1014.48;0.872
4970;Magdalena;Wiśniewski;Poznań;223;2751,76;0.931
4971;Jan;Kwiatkowski;Lublin;34;1937.67;0.878
4972;Marcin;Woźniak;Lubln;222;4607.40;0,288
4973;Anna;Wiśniewski;krakow;460;812.84;0.838
4974;Marcin;Kowalski;Lublin;396;1775.44;1.252
4975;Jan;Nowak;Lubln;366;386,79;0.612
4976;Andrzej;Kowalski;wroclaw;404;2645.84;0,345
4977;Magdalena;Szymański;łódź;444;638.10;0.295
4978;Ewa;Szymański;Lodz;311;4752.49;1.203
4979;Anna;Kozłowski;Lubln;196;3047.12;0.311
4980;Piotr;Kowalczyk;Wroclaw;124;571.77;0,256
4981;Joanna;Wójcik;Katowice;113;89.93;1.134
4982;Paweł;Kowalczyk;łódź;23;932.79;0.285
4983;Maria;Dąbrowski;Poznań;308;2209.28;1.018
4984;Michał;Nowak;gdansk;308;261.63;1,191
4985;Paweł;Kowalski;Katowice;426;4733,64;0.61
4986;Barbara;Mazur;Warszawa ;170;441.86;0.249
4987;Tomasz;Kowalski;Łódź;364;4885.09;1.279
4988;Katarzyna;Kwiatkowski;krakow;479;2890.50;0,105
4989;Ewa;Wójcik;Wroclaw;281;1443.72;0.788
4990;Anna;Kwiatkowski;Lublin;75;4246,40;1.243
4991;Barbara;Wójcik;Wroclaw;67;2079.08 zł;1.092
4992;Barbara;KOZŁOWSKI;warszawa;141;3395.88;0,796
4993;Barbara;Kowalski;Gdańsk;359;998.13;0.8
4994;Anna;Szymański;KATOWICE;132;1004.07;0.835
;Ewa;Wójcik;POZNAŃ;260 szt;0;0.273
4996;Paweł;Nowak;GDAŃSK;281;3038.42;0,236
4997;Anna;Szymański;Katowice;91;3963.27;0.122
4998;Ewa;Wiśniewski;Katowice;438;2019.21;0.739
4999;Anna;Woźniak;KRAKÓW;155;836.33;0.957
5000;  Andrzej ;Kowalski;;86;2636,59;0,243
5001;Marcin;Nowak;Katowice;248;531.23;0.624
5002;Joanna;Wiśniewski;Kraków ;124;4807.54;1.13
5003;Tomasz;Kowalski;Kraków;5;1629.98;0.171
5004;Joanna;Kowalczyk;katowice;283;362.90;0,646
5005;Jan;Kozłowski;warszawa;-335;4741,43;0.451
5006;Ewa;Zieliński;POZNAŃ;116;1759.58;0.502
5007;Katarzyna;Kozłowski;lublin;13;1026.57;0.433
5008;Michał;Kwiatkowski;LUBLIN;129;3672.91;0,131
5009;Maria;Dąbrowski;Warszwa;283;2844.78;1.001
5010;Katarzyna;Szymański;Łódź;272;3433,26;0.259
5011;Joanna;Woźniak;Gdańsk;4;3177.00;1.014
5012;Barbara;Mazur;Katowice;438;643.65;0,76
5013;Tomasz;Dąbrowski;Wroclaw;364;2379.25;1.312
5014;Ewa;Kamiński;WARSZAWA;15;4852.77 zł;0.645
5015;Anna;Wiśniewski;Lubln;9;1955,41;1.192
5016;Andrzej;Lewandowski;Lubln;191;709.57;27%
5017;Jan;Zieliński;Lubln;345;1477.22;0.893
5018;Ewa;Szymański;POZNAŃ;77;3590.79;1.013
5019;Marcin;Zieliński;Wroclaw;442;1302.45;1.294
5020;Anna;Woźniak;Wrocław;313;342,21;0,708
5021;Katarzyna;Kowalczyk;Wwa;449;3214.12;0.339
5022;Maria;Kowalczyk;KRAKÓW;377;220.37;0.607
5023;Magdalena;Mazur;Katowic;287;280.21;0.805
5024;Krzysztof;Wiśniewski;Wrocław;99;256.77;0,366
5025;Maria;Kowalski;Lubln;281;1579,80;0.79
5026;Piotr;Kozłowski;POZNAŃ;436;4356.03;1.455
5027;Anna;Kamiński;Łódź;226;1996.12;0.788
5028;Tomasz;Kowalczyk;Warszawa;413;3050.34;1,158
5029;Magdalena;Mazur;KATOWICE;176;1204.83;1.045
5030;Anna;Dąbrowski;Wroclaw;149;991,67;0.114
5031;Tomasz;Kwiatkowski;Wroclaw;487;2882.67;0.563
5032;Paweł;Wójcik;gdansk;361 szt;2691.07;0,685
5033;Barbara;Woźniak;krakow;378;213.72;1.083
5034;Barbara;Kamiński; Warszawa;115;1318.52;1.234
5035;Barbara;Szymański;Lodz;270;114,50;1.491
5036;Paweł;Kowalski;katowice;62;1208.49;1,454
5037;anna;Szymański;Warszwa;174;1355.67 zł;0.609
5038;Marcin;Kowalski;lublin;55;1628.52;1.259
5039;Magdalena;Kamiński;Kraków ;113;2512.14;1.244
5040;;Nowak  ;Wrocław;227;3 905.04;
5041;Michał;Kozłowski;krakow;209;173.21;0.844
5042;Agnieszka;Kamiński;Poznań;375;2555.64;0.658
5043;Paweł;Lewandowski;Wwa;470;4669.50;0.143
5044;Michał;Nowak;krakow;81;1596.85;0,7
5045;Marcin;Kozłowski;katowice;396;3652,28;1.142
5046;Anna;Kamiński;Gdańsk;101;4747.45;1.125
5047;Magdalena;Dąbrowski; Warszawa;308;3289.88;0.286
5048;Ewa;Woźniak;WARSZAWA;161;4085.76;1,109
5049;Paweł;Nowak;POZNAŃ;63;2830.45;0.113
5050;  Maria ;Lewandowski;Lublin;257;3109,04;1.335
5051;Katarzyna;Kowalski;lublin;51;4205.14;1.112
5052;Ewa;Dąbrowski;POZNAŃ;399;4250.61;0,663
5053;Maria;Szymański;KATOWICE;181;3093.43;0.259
5054;Jan;Szymański;Krakow;362;4967.64;0.634
5055;Jan;Mazur;gdansk;372;2420,46;1.344
5056;Maria;WOŹNIAK;krakow;341;1620.36;0,169
5057;Paweł;Nowak;Warszawa;8;3875.71;1.441
5058;Michał;Mazur;Lodz;259;4267.63;0.733
5059;Michał;Kwiatkowski;Wroclaw;445;2777.41;1.118
5060;Piotr;Kozłowski;Łodz;;984,15 zł;0,197
5061;Marcin;Kowalczyk;poznan;262;4621.08;0.817
5062;Tomasz;Kamiński;LODZ;228;633.70;0.432
5063;Paweł;Szymański;Warszwa;303;1091.71;0.609
5064;Krzysztof;Wójcik;gdansk;439;4929.17;0,665
5065;Michał;Wójcik;Katowic;114;1906,02;1.476
5066;Tomasz;Kowalski;Gdańsk;342;800.14;1.483
5067;Anna;Kamiński;Wrocław;317;4708.15;0.987
5068;Anna;Nowak;Kraków ;329;1866.75;1,095
5069;Anna;Zieliński;WROCŁAW;57 szt;4357.49;0.846
5070;Maria;Kwiatkowski;Lubln;abc;4534,27;0.998
5071;Marcin;Kowalski;krakow;421;4908.49;0.104
5072;Piotr;Dąbrowski;Warszwa;198;1972.65;1,491
5073;Maria;Wójcik;LODZ;445;1781.68;0.696
5074;Maria;Wójcik;Katowic;143;629.60;0.286
5075;Magdalena;Kozłowski;WARSZAWA;6;;0.584
5076;Tomasz;Lewandowski;krakow;52;1866.68;1,111
5077;Joanna;Wójcik;WROCŁAW;104;3788.10;0.329
5078;Tomasz;Wójcik;GDAŃSK;485;4291.28;1.418
5079;Marcin;Zieliński;LUBLIN;426;2180.03;1.433
5080;Jan;Kamiński;LODZ;254;512,85;1,239
5081;Katarzyna;Kwiatkowski;POZNAŃ;11;111.16;1.347
5082;Tomasz;Wiśniewski;Krakow ;308;4562.94;1.355
5083;Maria;Mazur;Kraków ;494;3391.66 zł;0.72
5084;Ewa;Woźniak;łódź;398;509.98;0,363
5085;Anna;Szymański;Warszwa;348;636,03;1.056
5086;Marcin;Nowak;Poznan;159;2425.26;0.918
5087;Krzysztof;Kwiatkowski;Krakow ;58;2083.91;1.115
5088;Paweł;Kamiński;POZNAŃ;482;2501.92;0,849
5089;Jan;Nowak;Łódź;276;2793.41;1.386
5090;Piotr;Nowak;Lubln;497;4496,03;1.238
5091;Magdalena;Dąbrowski;Lodz;225;4870.64;1.074
5092;Anna;Szymański;Lubln;69;706.40;1,447
5093;Anna;Lewandowski;Krakow ;223;1279.86;0.131
5094;Krzysztof;Kowalski;Krakow ;136;2337.11;0.485
5095;Piotr;Szymański;Łódź;239;3223,64;0.458
5096;Anna;Mazur;Krakow;-494;132.42;1,044
5097;Barbara;Szymański;Lodz;400;1013.76;0.459
5098;Anna;Kamiński;katowice;438;3083.99;0.267
5099;Katarzyna;Mazur;Krakow;431;169.28;1.266
5100;  Paweł ;Szymański;Gdańsk;418;3 815.25;0,273
5101;Ewa;Woźniak;WROCŁAW;238;4205.79;0.336
5102;Maria;Kowalczyk;wroclaw;463;1982.79;0.535
5103;Jan;Kozłowski;Łódź;5;3649.39;0.354
5104;Michał;Szymański;LODZ;296;77.44;23%
5105;Katarzyna;Dąbrowski;katowice;466;2203,74;0.865
5106;Ewa;Kozłowski;WROCŁAW;271 szt;877.76 zł;0.963
5107;Barbara;Woźniak; Warszawa;93;4550.48;0.128
5108;Barbara;Zieliński;Gdansk;32;1057.58;0,558
5109;Jan;Zieliński;Poznań;152;915.38;0.116
5110;marcin;Wiśniewski;katowice;309;2270,59;0.5
5111;Marcin;Kamiński;gdansk;317;254.30;0.69
5112;Barbara;Kowalski;warszawa;294;2914.66;0,46
5113;Katarzyna;Woźniak;łódź;322;3237.46;1.496
5114;Agnieszka;Kamiński;LODZ;264;1615.96;0.247
5115;Paweł;Kozłowski;Poznan;284;2725,85;0.326
5116;Katarzyna;Kowalski;Gdansk;66;3792.01;0,732
5117;Andrzej;Wiśniewski;Lubln;364;2373.56;1.319
5118;Barbara;Kowalski; Warszawa;315;310.38;0.278
5119;Krzysztof;Lewandowski;Poznan;311;1554.20;1.063
5120;Andrzej;KOWALSKI;Kraków ;334;3084,95;0,35
5121;Tomasz;Zieliński;katowice;103;2962.73;1.322
5122;Maria;Woźniak;lublin;273;2561.62;0.12
5123;Barbara;Wójcik;katowice;103;1341.80;1.21
5124;Magdalena;Nowak;Katowic;98;1514.71;0,857
5125;Anna;Woźniak;Poznan;434;4993,09;1.068
5126;Maria;Kamiński;Lubln;34;4302.14;1.471
5127;Jan;Szymański;POZNAŃ;62;3730.28;1.259
5128;Krzysztof;Kowalczyk;wroclaw;230;4381.29;0,509
5129;Tomasz;Kowalski;krakow;197;3938.25 zł;0.73
5130;Joanna;Kozłowski;Warszawa ;443;3983,65;0.637
5131;Andrzej;Szymański;GDAŃSK;482;394.33;0.394
5132;Tomasz;Zieliński;Katowice;455;385.33;0,603
5133;Joanna;Wójcik;LUBLIN;173;1397.62;1.32
5134;Katarzyna;Kozłowski;Kraków;161;4272.69;1.482
5135;Andrzej;Wiśniewski;gdansk;136;3376,82;0.133
5136;Magdalena;Lewandowski;Poznań;309;2795.61;0,988
5137;Joanna;Zieliński;gdansk;479;2255.50;0.465
5138;Michał;Dąbrowski;LUBLIN;345;2811.47;0.157
5139;Anna;Mazur;POZNAŃ;244;311.54;1.368
5140;Paweł;Dąbrowski;warszawa;285;3493,98;0,879
5141;Michał;Dąbrowski;Łódź;206;1041.86;0.811
5142;Ewa;Szymański;Wrocław;32;1477.61;1.353
5143;Paweł;Kowalski;POZNAŃ;472 szt;4046.53;1.178
5144;Andrzej;Kowalczyk;Krakow ;302;1467.36;1,136
5145;Maria;Nowak;Wrocław;428;817,18;
5146;Michał;Zieliński;KATOWICE;425;3027.76;0.871
5147;Barbara;Mazur;gdansk;168;639.55;0.824
5148;Ewa;Kowalski;Wwa;26;1148.06;0,711
5149;Agnieszka;Kozłowski;Gdansk;59;176.45;0.238
5150;  Krzysztof ;Wiśniewski;Lublin;19;2128,51;0.111
5151;Krzysztof;Zieliński;Lodz;483;3724.07;1.244
5152;Katarzyna;Mazur;Gdansk;237;2098.78 zł;1,203
5153;Marcin;Zieliński;łódź;156;3029.86;0.417
