nr_zamowienia;data_zamowienia;klient;miasto;wojewodztwo;kategoria;produkt;ilosc;cena_jedn;rabat_proc;wartosc;status
ZAM/2024/06584;2025-02-06;Anna Michalski;Bydgoszcz;kujawsko-pomorskie;Książki;Atlas świata;20;816,18;0;16323,60;W trakcie
ZAM/2024/06585;2025-05-02;Anna Michalski;Rzeszów;podkarpackie;Elektronika;Słuchawki BT;49;4089,75;0;200397,75;Zwrot
ZAM/2024/06586;2025-04-08;Krzysztof Kamiński;Gdańsk;pomorskie;Zabawki;Klocki XXL;37;1712,91;0;63377,67;Zwrot
ZAM/2024/06587;2024-02-25;Anna Wójcik;Gdańsk;pomorskie;Odzież;Kurtka zimowa;27;18,17;20;392,47;Zwrot
ZAM/2024/06588;2025-01-07;Agnieszka Nowicki;Lublin;lubelskie;Meble;Stół dębowy;50;1360,49;0;68024,50;W trakcie
ZAM/2024/06589;2024-07-22;Ewa Kowalczyk;Szczecin;zachodniopomorskie;Odzież;Koszula bawełna;21;3921,52;0;82351,92;Zrealizowane
ZAM/2024/06590;2024-01-31;Marcin Lewandowski;Lublin;lubelskie;Meble;Fotel biurowy;28;4151,60;10;104620,32;Zwrot
ZAM/2024/06591;2024-08-06;Ewa Piotrowski;Łódź;łódzkie;AGD;Lodówka XL;11;3500,43;5;36579,49;W trakcie
ZAM/2024/06592;2024-05-20;Ewa Wiśniewski;Lublin;lubelskie;Odzież;Sweter;32;4034,39;5;122645,46;Zrealizowane
ZAM/2024/06593;2024-10-01;Ewa Wójcik;Gdańsk;pomorskie;Ogród;Wąż ogrodowy;6;824,96;0;4949,76;Anulowane
ZAM/2024/06594;2024-09-07;Łukasz Krawczyk;Rzeszów;podkarpackie;Zabawki;Lalka;4;2772,45;15;9426,33;Zrealizowane
ZAM/2024/06595;2025-06-22;Jan Piotrowski;Gdańsk;pomorskie;AGD;Odkurzacz Robot;20;3331,71;15;56639,07;Zwrot
ZAM/2024/06596;2024-11-30;Maria Pawłowski;Poznań;wielkopolskie;AGD;Pralka Eko;9;2008,99;10;16272,82;W trakcie
ZAM/2024/06597;2025-02-07;Barbara Kozłowski;Wrocław;dolnośląskie;Zabawki;Puzzle 1000;6;3054,84;5;17412,59;Zwrot
ZAM/2024/06598;2025-06-13;Jan Szymański;Wrocław;dolnośląskie;Meble;Szafa 3D;39;3919,47;0;152859,33;Zwrot
ZAM/2024/06599;2024-09-21;Jan Szymański;Łódź;łódzkie;AGD;Lodówka XL;1;1865,70;0;1865,70;W trakcie
ZAM/2024/06600;2025-04-06;Katarzyna Kozłowski;Lublin;lubelskie;Meble;Stół dębowy;5;1263,77;0;6318,85;Anulowane
ZAM/2024/06601;2024-01-24;Katarzyna Mazur;Lublin;lubelskie;Spożywcze;Czekolada;6;476,57;15;2430,51;Anulowane
ZAM/2024/06602;2024-10-20;Marcin Mazur;Poznań;wielkopolskie;Odzież;Buty sportowe;35;3827,30;10;120559,95;Anulowane
ZAM/2024/06603;2024-02-20;Maria Lewandowski;Warszawa;mazowieckie;Spożywcze;Czekolada;21;4094,94;0;85993,74;Zwrot
ZAM/2024/06604;2025-05-04;Ewa Dąbrowski;Poznań;wielkopolskie;Spożywcze;Oliwa z oliwek;49;2983,28;0;146180,72;Zrealizowane
ZAM/2024/06605;2024-05-16;Tomasz Dąbrowski;Poznań;wielkopolskie;Książki;Powieść kryminał;42;4806,72;15;171599,90;Anulowane
ZAM/2024/06606;2025-01-02;Magdalena Kowalczyk;Lublin;lubelskie;Spożywcze;Miód;44;4130,28;20;145385,86;Anulowane
ZAM/2024/06607;2025-04-01;Jan Piotrowski;Warszawa;mazowieckie;Odzież;Koszula bawełna;29;1373,55;0;39832,95;Anulowane
ZAM/2024/06608;2024-12-04;Joanna Dąbrowski;Szczecin;zachodniopomorskie;Spożywcze;Miód;12;3895,05;0;46740,60;Anulowane
ZAM/2024/06609;2025-04-08;Łukasz Michalski;Gdańsk;pomorskie;Ogród;Donica ceramiczna;48;3621,98;15;147776,78;Zrealizowane
ZAM/2024/06610;2024-07-28;Katarzyna Wiśniewski;Kraków;małopolskie;AGD;Lodówka XL;23;3578,37;20;65842,01;Zwrot
ZAM/2024/06611;2024-04-13;Maria Kozłowski;Gdańsk;pomorskie;Zabawki;Samochód RC;40;113,17;5;4300,46;W trakcie
ZAM/2024/06612;2025-06-23;Łukasz Mazur;Lublin;lubelskie;Odzież;Kurtka zimowa;23;2407,85;0;55380,55;Zwrot
ZAM/2024/06613;2024-05-08;Michał Grabowski;Warszawa;mazowieckie;Zabawki;Lalka;17;3546,07;5;57269,03;Zrealizowane
ZAM/2024/06614;2024-10-25;Agnieszka Kowalski;Białystok;podlaskie;Książki;Album sztuki;11;4332,71;15;40510,84;Zrealizowane
ZAM/2024/06615;2024-01-01;Magdalena Piotrowski;Szczecin;zachodniopomorskie;Książki;Atlas świata;45;4078,52;15;156003,39;Zrealizowane
ZAM/2024/06616;2025-06-12;Joanna Zieliński;Bydgoszcz;kujawsko-pomorskie;Spożywcze;Miód;11;1030,62;0;11336,82;Anulowane
ZAM/2024/06617;2024-08-31;Paweł Wójcik;Łódź;łódzkie;Meble;Szafa 3D;15;4982,14;0;74732,10;Anulowane
ZAM/2024/06618;2024-02-06;Ewa Nowak;Katowice;śląskie;Zabawki;Samochód RC;41;1053,79;0;43205,39;Anulowane
ZAM/2024/06619;2024-11-22;Robert Krawczyk;Kraków;małopolskie;AGD;Lodówka XL;28;1742,38;10;43907,98;Anulowane
ZAM/2024/06620;2024-05-01;Magdalena Wójcik;Katowice;śląskie;Ogród;Donica ceramiczna;29;2581,97;0;74877,13;W trakcie
ZAM/2024/06621;2025-02-22;Magdalena Michalski;Białystok;podlaskie;Zabawki;Klocki XXL;30;4276,50;0;128295,00;Zrealizowane
ZAM/2024/06622;2024-04-30;Marcin Nowak;Poznań;wielkopolskie;AGD;Mikrofalówka;8;3601,73;20;23051,07;Zrealizowane
ZAM/2024/06623;2024-01-15;Marcin Woźniak;Bydgoszcz;kujawsko-pomorskie;Zabawki;Gra planszowa;47;4170,73;0;196024,31;Anulowane
ZAM/2024/06624;2024-07-27;Marcin Krawczyk;Szczecin;zachodniopomorskie;Odzież;Kurtka zimowa;40;1225,47;0;49018,80;Zwrot
ZAM/2024/06625;2024-06-11;Magdalena Wójcik;Poznań;wielkopolskie;Meble;Komoda;19;1686,93;5;30449,09;W trakcie
ZAM/2024/06626;2024-12-30;Tomasz Grabowski;Warszawa;mazowieckie;Książki;Album sztuki;19;2610,30;10;44636,13;Zrealizowane
ZAM/2024/06627;2024-09-15;Monika Kowalski;Warszawa;mazowieckie;Odzież;Buty sportowe;46;2366,29;0;108849,34;Zwrot
ZAM/2024/06628;2024-12-28;Michał Pawłowski;Katowice;śląskie;Meble;Szafa 3D;31;4690,05;20;116313,24;Zwrot
ZAM/2024/06629;2025-03-30;Maria Kamiński;Katowice;śląskie;Spożywcze;Oliwa z oliwek;25;2844,43;0;71110,75;W trakcie
ZAM/2024/06630;2024-07-31;Tomasz Grabowski;Katowice;śląskie;Meble;Stół dębowy;35;2951,96;0;103318,60;W trakcie
ZAM/2024/06631;2025-05-29;Andrzej Zieliński;Kraków;małopolskie;Meble;Szafa 3D;6;3534,87;20;16967,38;W trakcie
ZAM/2024/06632;2024-12-18;Marcin Kozłowski;Poznań;wielkopolskie;Meble;Regał;19;3897,31;0;74048,89;Anulowane
ZAM/2024/06633;2024-04-11;Michał Kowalczyk;Lublin;lubelskie;Meble;Komoda;37;3336,23;0;123440,51;Anulowane
ZAM/2024/06634;2025-05-22;Marcin Mazur;Kraków;małopolskie;Elektronika;Tablet Mini;39;4440,55;20;138545,16;Zwrot
ZAM/2024/06635;2024-08-20;Joanna Kowalczyk;Kraków;małopolskie;Ogród;Parasol;48;241,15;15;9838,92;Zrealizowane
ZAM/2024/06636;2025-05-22;Monika Piotrowski;Lublin;lubelskie;Odzież;Sukienka;30;3208,74;10;86635,98;Anulowane
ZAM/2024/06637;2024-02-04;Robert Lewandowski;Bydgoszcz;kujawsko-pomorskie;Elektronika;Tablet Mini;50;4769,67;10;214635,15;W trakcie
ZAM/2024/06638;2024-11-28;Barbara Kwiatkowski;Lublin;lubelskie;Meble;Regał;46;333,50;0;15341,00;Zwrot
ZAM/2024/06639;2025-06-03;Łukasz Grabowski;Bydgoszcz;kujawsko-pomorskie;Zabawki;Samochód RC;34;992,84;0;33756,56;Anulowane
ZAM/2024/06640;2024-06-29;Anna Pawłowski;Warszawa;mazowieckie;Spożywcze;Kawa ziarnista;40;2234,63;20;71508,16;W trakcie
ZAM/2024/06641;2024-06-21;Jan Grabowski;Katowice;śląskie;Spożywcze;Miód;37;3654,07;10;121680,53;W trakcie
ZAM/2024/06642;2024-11-24;Ewa Nowicki;Warszawa;mazowieckie;Spożywcze;Czekolada;10;3440,87;0;34408,70;Zrealizowane
ZAM/2024/06643;2024-12-23;Krzysztof Kamiński;Warszawa;mazowieckie;Elektronika;Monitor 27;22;4685,93;20;82472,37;Zwrot
ZAM/2024/06644;2024-01-21;Tomasz Lewandowski;Wrocław;dolnośląskie;Zabawki;Gra planszowa;31;467,36;0;14488,16;Zrealizowane
ZAM/2024/06645;2025-01-07;Barbara Wójcik;Wrocław;dolnośląskie;Spożywcze;Herbata zielona;8;813,49;15;5531,73;W trakcie
ZAM/2024/06646;2025-02-26;Ewa Kowalski;Kraków;małopolskie;Meble;Szafa 3D;5;68,45;10;308,03;Zwrot
ZAM/2024/06647;2024-10-26;Tomasz Kowalski;Warszawa;mazowieckie;Książki;Album sztuki;29;2933,27;5;80811,59;Anulowane
ZAM/2024/06648;2025-03-17;Paweł Piotrowski;Lublin;lubelskie;Elektronika;Laptop Pro;45;1671,12;0;75200,40;Zrealizowane
ZAM/2024/06649;2025-06-18;Michał Zieliński;Gdańsk;pomorskie;Odzież;Sweter;7;1998,11;0;13986,77;Zwrot
ZAM/2024/06650;2025-04-10;Jan Zieliński;Katowice;śląskie;Ogród;Parasol;21;3634,68;0;76328,28;Zrealizowane
ZAM/2024/06651;2024-10-21;Michał Szymański;Katowice;śląskie;Zabawki;Gra planszowa;11;3991,56;15;37321,09;Zrealizowane
ZAM/2024/06652;2024-02-10;Maria Michalski;Łódź;łódzkie;Ogród;Wąż ogrodowy;36;2483,60;0;89409,60;Anulowane
ZAM/2024/06653;2024-08-12;Jan Kamiński;Wrocław;dolnośląskie;Elektronika;Słuchawki BT;42;4726,95;15;168752,11;W trakcie
ZAM/2024/06654;2024-05-18;Maria Wójcik;Bydgoszcz;kujawsko-pomorskie;Spożywcze;Miód;44;4013,71;0;176603,24;Zwrot
ZAM/2024/06655;2024-01-22;Piotr Nowak;Lublin;lubelskie;Elektronika;Tablet Mini;14;1341,91;15;15968,73;Zwrot
ZAM/2024/06656;2024-06-27;Aleksandra Piotrowski;Poznań;wielkopolskie;AGD;Pralka Eko;40;2257,83;5;85797,54;Anulowane
ZAM/2024/06657;2025-02-03;Łukasz Kozłowski;Łódź;łódzkie;AGD;Lodówka XL;40;1840,71;20;58902,72;Zwrot
ZAM/2024/06658;2024-03-12;Magdalena Kamiński;Białystok;podlaskie;Zabawki;Lalka;4;3368,28;0;13473,12;W trakcie
ZAM/2024/06659;2024-02-09;Barbara Dąbrowski;Kraków;małopolskie;Książki;Atlas świata;19;2241,88;0;42595,72;W trakcie
ZAM/2024/06660;2024-07-06;Paweł Michalski;Rzeszów;podkarpackie;Książki;Atlas świata;27;3415,50;0;92218,50;W trakcie
ZAM/2024/06661;2024-07-04;Jan Nowak;Gdańsk;pomorskie;Książki;Biografia;23;3573,32;0;82186,36;Anulowane
ZAM/2024/06662;2025-03-25;Krzysztof Grabowski;Katowice;śląskie;Zabawki;Klocki XXL;30;4436,99;0;133109,70;Zrealizowane
ZAM/2024/06663;2025-03-09;Aleksandra Piotrowski;Białystok;podlaskie;Elektronika;Laptop Pro;23;1261,17;0;29006,91;Anulowane
ZAM/2024/06664;2024-07-09;Marcin Dąbrowski;Białystok;podlaskie;Spożywcze;Oliwa z oliwek;6;4165,47;5;23743,18;Anulowane
ZAM/2024/06665;2024-12-01;Katarzyna Pawłowski;Łódź;łódzkie;Spożywcze;Czekolada;30;1005,18;0;30155,40;Zwrot
ZAM/2024/06666;2024-04-19;Agnieszka Szymański;Gdańsk;pomorskie;Spożywcze;Miód;42;4245,65;15;151569,70;W trakcie
ZAM/2024/06667;2025-03-12;Magdalena Kowalczyk;Łódź;łódzkie;Elektronika;Słuchawki BT;19;1365,02;0;25935,38;Anulowane
ZAM/2024/06668;2024-10-21;Michał Piotrowski;Poznań;wielkopolskie;Elektronika;Monitor 27;5;90,23;5;428,59;Anulowane
ZAM/2024/06669;2024-10-24;Paweł Michalski;Katowice;śląskie;Odzież;Koszula bawełna;43;2754,89;0;118460,27;Anulowane
ZAM/2024/06670;2024-04-02;Joanna Woźniak;Poznań;wielkopolskie;Odzież;Koszula bawełna;42;2860,63;5;114139,14;Zwrot
ZAM/2024/06671;2025-03-09;Monika Szymański;Bydgoszcz;kujawsko-pomorskie;Spożywcze;Oliwa z oliwek;6;3190,11;20;15312,53;Zrealizowane
ZAM/2024/06672;2024-01-31;Aleksandra Zieliński;Gdańsk;pomorskie;Ogród;Donica ceramiczna;30;2490,96;15;63519,48;Zrealizowane
ZAM/2024/06673;2025-06-22;Aleksandra Michalski;Lublin;lubelskie;Elektronika;Słuchawki BT;11;2677,99;0;29457,89;Anulowane
ZAM/2024/06674;2025-02-13;Ewa Nowicki;Rzeszów;podkarpackie;Książki;Album sztuki;6;125,86;5;717,40;Anulowane
ZAM/2024/06675;2025-01-23;Andrzej Piotrowski;Szczecin;zachodniopomorskie;Odzież;Kurtka zimowa;10;413,15;10;3718,35;W trakcie
ZAM/2024/06676;2025-01-21;Anna Wójcik;Kraków;małopolskie;Zabawki;Klocki XXL;28;1629,81;0;45634,68;Anulowane
ZAM/2024/06677;2024-09-30;Piotr Grabowski;Szczecin;zachodniopomorskie;Zabawki;Gra planszowa;33;2883,28;20;76118,59;Zrealizowane
ZAM/2024/06678;2024-10-01;Monika Lewandowski;Bydgoszcz;kujawsko-pomorskie;Odzież;Koszula bawełna;2;2158,92;10;3886,06;W trakcie
ZAM/2024/06679;2024-11-26;Michał Szymański;Białystok;podlaskie;Elektronika;Tablet Mini;13;639,39;20;6649,66;Anulowane
ZAM/2024/06680;2024-08-27;Robert Mazur;Bydgoszcz;kujawsko-pomorskie;Zabawki;Puzzle 1000;19;1534,43;0;29154,17;Zrealizowane
ZAM/2024/06681;2025-02-14;Jan Dąbrowski;Łódź;łódzkie;Ogród;Grill gazowy;39;588,98;0;22970,22;Zwrot
ZAM/2024/06682;2024-07-23;Katarzyna Mazur;Lublin;lubelskie;Zabawki;Klocki XXL;16;3841,93;15;52250,25;Anulowane
ZAM/2024/06683;2025-01-14;Maria Wiśniewski;Lublin;lubelskie;Meble;Fotel biurowy;23;2317,10;5;50628,63;Anulowane
ZAM/2024/06684;2025-05-19;Robert Kamiński;Kraków;małopolskie;AGD;Lodówka XL;22;4802,61;0;105657,42;Zwrot
ZAM/2024/06685;2025-03-19;Barbara Grabowski;Łódź;łódzkie;AGD;Lodówka XL;27;2295,66;0;61982,82;W trakcie
ZAM/2024/06686;2024-02-12;Michał Kowalski;Bydgoszcz;kujawsko-pomorskie;Meble;Regał;47;4842,24;15;193447,49;W trakcie
ZAM/2024/06687;2024-09-14;Krzysztof Pawłowski;Katowice;śląskie;AGD;Czajnik;16;4090,87;20;52363,14;Zwrot
ZAM/2024/06688;2024-04-06;Maria Pawłowski;Szczecin;zachodniopomorskie;AGD;Czajnik;6;3995,98;15;20379,50;Zwrot
ZAM/2024/06689;2025-01-06;Agnieszka Michalski;Kraków;małopolskie;Odzież;Sweter;24;3149,32;15;64246,13;Anulowane
ZAM/2024/06690;2025-06-15;Jan Pawłowski;Katowice;śląskie;Ogród;Kosiarka;48;3456,14;0;165894,72;Anulowane
ZAM/2024/06691;2024-06-26;Andrzej Piotrowski;Kraków;małopolskie;Elektronika;Tablet Mini;32;4183,24;20;107090,94;W trakcie
ZAM/2024/06692;2024-03-10;Aleksandra Kowalczyk;Szczecin;zachodniopomorskie;Ogród;Wąż ogrodowy;11;4918,05;0;54098,55;Zwrot
ZAM/2024/06693;2025-05-13;Barbara Dąbrowski;Szczecin;zachodniopomorskie;Ogród;Wąż ogrodowy;32;4339,61;10;124980,77;W trakcie
ZAM/2024/06694;2024-03-09;Jan Michalski;Wrocław;dolnośląskie;Książki;Biografia;10;4473,68;0;44736,80;Zwrot
ZAM/2024/06695;2024-08-30;Agnieszka Piotrowski;Białystok;podlaskie;Ogród;Donica ceramiczna;12;2941,62;5;33534,47;Zrealizowane
ZAM/2024/06696;2024-05-08;Jan Krawczyk;Gdańsk;pomorskie;AGD;Czajnik;22;3527,15;0;77597,30;W trakcie
ZAM/2024/06697;2025-04-02;Tomasz Krawczyk;Gdańsk;pomorskie;Odzież;Sukienka;24;1309,67;5;29860,48;Zrealizowane
ZAM/2024/06698;2024-03-09;Agnieszka Piotrowski;Kraków;małopolskie;Zabawki;Lalka;43;3600,83;15;131610,34;Zwrot
ZAM/2024/06699;2025-06-23;Jan Wójcik;Kraków;małopolskie;Zabawki;Lalka;3;1212,28;10;3273,16;Anulowane
ZAM/2024/06700;2024-10-16;Piotr Krawczyk;Lublin;lubelskie;Meble;Szafa 3D;42;4574,64;0;192134,88;Zwrot
ZAM/2024/06701;2024-04-23;Joanna Kamiński;Lublin;lubelskie;Odzież;Sukienka;6;4231,62;0;25389,72;Zwrot
ZAM/2024/06702;2024-02-10;Piotr Krawczyk;Gdańsk;pomorskie;Odzież;Kurtka zimowa;12;1068,01;5;12175,31;Zrealizowane
ZAM/2024/06703;2024-02-10;Magdalena Kamiński;Katowice;śląskie;AGD;Mikrofalówka;40;1166,54;20;37329,28;Anulowane
ZAM/2024/06704;2025-06-16;Krzysztof Dąbrowski;Lublin;lubelskie;Książki;Biografia;21;4815,81;5;96075,41;Zrealizowane
ZAM/2024/06705;2025-06-07;Magdalena Woźniak;Gdańsk;pomorskie;Meble;Fotel biurowy;29;33,34;0;966,86;Anulowane
ZAM/2024/06706;2025-03-26;Michał Michalski;Kraków;małopolskie;AGD;Mikrofalówka;25;1063,89;15;22607,66;W trakcie
ZAM/2024/06707;2024-09-28;Piotr Wójcik;Wrocław;dolnośląskie;Spożywcze;Herbata zielona;6;3601,56;5;20528,89;Zwrot
ZAM/2024/06708;2024-09-22;Michał Nowicki;Wrocław;dolnośląskie;Ogród;Grill gazowy;18;3336,14;15;51042,94;Zrealizowane
ZAM/2024/06709;2025-05-03;Tomasz Szymański;Rzeszów;podkarpackie;Książki;Album sztuki;41;2612,13;10;96387,60;W trakcie
ZAM/2024/06710;2024-07-03;Michał Michalski;Białystok;podlaskie;Odzież;Buty sportowe;36;1921,43;20;55337,18;Anulowane
ZAM/2024/06711;2024-10-28;Jan Zieliński;Lublin;lubelskie;Meble;Komoda;24;727,02;0;17448,48;Zrealizowane
ZAM/2024/06712;2025-04-06;Michał Pawłowski;Katowice;śląskie;Spożywcze;Herbata zielona;38;2191,10;15;70772,53;Zrealizowane
ZAM/2024/06713;2024-04-21;Magdalena Kowalczyk;Łódź;łódzkie;Spożywcze;Kawa ziarnista;23;1315,93;0;30266,39;W trakcie
ZAM/2024/06714;2024-11-25;Joanna Szymański;Poznań;wielkopolskie;Ogród;Parasol;36;4761,39;10;154269,04;Zrealizowane
ZAM/2024/06715;2024-12-02;Anna Pawłowski;Łódź;łódzkie;Odzież;Sukienka;13;2824,21;5;34878,99;Zwrot
ZAM/2024/06716;2025-03-20;Krzysztof Wójcik;Gdańsk;pomorskie;Ogród;Kosiarka;26;3514,85;0;91386,10;Zrealizowane
ZAM/2024/06717;2024-11-06;Joanna Dąbrowski;Gdańsk;pomorskie;Meble;Regał;34;2671,37;0;90826,58;Anulowane
ZAM/2024/06718;2025-03-09;Ewa Szymański;Wrocław;dolnośląskie;Książki;Poradnik kuchnia;8;2055,65;10;14800,68;Zwrot
ZAM/2024/06719;2025-01-11;Piotr Michalski;Rzeszów;podkarpackie;Meble;Szafa 3D;27;3668,97;10;89155,97;Zrealizowane
ZAM/2024/06720;2024-09-25;Michał Lewandowski;Wrocław;dolnośląskie;Odzież;Koszula bawełna;47;3073,23;0;144441,81;Zrealizowane
ZAM/2024/06721;2024-01-04;Robert Zieliński;Rzeszów;podkarpackie;Ogród;Kosiarka;25;1493,51;10;33603,97;W trakcie
ZAM/2024/06722;2025-03-07;Tomasz Kwiatkowski;Kraków;małopolskie;AGD;Odkurzacz Robot;35;1068,55;0;37399,25;W trakcie
ZAM/2024/06723;2024-10-02;Andrzej Lewandowski;Bydgoszcz;kujawsko-pomorskie;Ogród;Wąż ogrodowy;12;4262,99;5;48598,09;Zrealizowane
ZAM/2024/06724;2024-04-24;Ewa Kamiński;Katowice;śląskie;AGD;Czajnik;38;789,57;5;28503,48;Zwrot
ZAM/2024/06725;2024-07-08;Ewa Nowicki;Łódź;łódzkie;Zabawki;Gra planszowa;5;2256,10;15;9588,42;Anulowane
ZAM/2024/06726;2024-07-16;Barbara Kamiński;Rzeszów;podkarpackie;Spożywcze;Miód;9;4123,08;10;33396,95;Anulowane
ZAM/2024/06727;2024-05-20;Joanna Michalski;Warszawa;mazowieckie;Elektronika;Laptop Pro;35;3583,66;20;100342,48;W trakcie
ZAM/2024/06728;2024-02-15;Paweł Michalski;Łódź;łódzkie;Ogród;Parasol;5;4610,90;0;23054,50;Zwrot
ZAM/2024/06729;2024-07-26;Aleksandra Grabowski;Kraków;małopolskie;Meble;Fotel biurowy;47;3114,01;15;124404,70;Zwrot
ZAM/2024/06730;2024-06-30;Paweł Kamiński;Warszawa;mazowieckie;Zabawki;Klocki XXL;42;1945,04;15;69437,93;W trakcie
ZAM/2024/06731;2025-03-08;Anna Dąbrowski;Lublin;lubelskie;Meble;Komoda;13;2162,97;0;28118,61;Zwrot
ZAM/2024/06732;2025-04-26;Tomasz Dąbrowski;Warszawa;mazowieckie;Meble;Fotel biurowy;43;997,40;20;34310,56;W trakcie
ZAM/2024/06733;2024-11-27;Krzysztof Kozłowski;Poznań;wielkopolskie;Meble;Szafa 3D;20;4672,36;0;93447,20;Zrealizowane
ZAM/2024/06734;2024-12-20;Barbara Pawłowski;Katowice;śląskie;Zabawki;Puzzle 1000;20;1042,72;15;17726,24;W trakcie
ZAM/2024/06735;2024-04-14;Marcin Michalski;Szczecin;zachodniopomorskie;Spożywcze;Kawa ziarnista;20;2896,20;15;49235,40;Zrealizowane
ZAM/2024/06736;2025-05-18;Ewa Woźniak;Warszawa;mazowieckie;Meble;Regał;23;3925,33;15;76740,20;Zwrot
ZAM/2024/06737;2025-01-07;Maria Piotrowski;Bydgoszcz;kujawsko-pomorskie;Meble;Komoda;36;3626,95;10;117513,18;W trakcie
ZAM/2024/06738;2025-06-18;Michał Kowalczyk;Wrocław;dolnośląskie;Spożywcze;Czekolada;48;4636,01;0;222528,48;Anulowane
ZAM/2024/06739;2024-07-15;Joanna Piotrowski;Białystok;podlaskie;Odzież;Koszula bawełna;24;2117,34;0;50816,16;Zwrot
ZAM/2024/06740;2024-03-28;Joanna Kozłowski;Rzeszów;podkarpackie;Elektronika;Smartfon X;48;4495,17;0;215768,16;W trakcie
ZAM/2024/06741;2024-12-24;Joanna Piotrowski;Białystok;podlaskie;Spożywcze;Miód;3;3099,57;0;9298,71;Anulowane
ZAM/2024/06742;2024-04-17;Barbara Piotrowski;Warszawa;mazowieckie;Odzież;Sukienka;8;2308,83;20;14776,51;Zrealizowane
ZAM/2024/06743;2024-01-21;Michał Nowak;Rzeszów;podkarpackie;Zabawki;Lalka;5;2847,39;15;12101,41;Zrealizowane
ZAM/2024/06744;2024-01-15;Krzysztof Nowak;Rzeszów;podkarpackie;Spożywcze;Czekolada;50;1869,07;10;84108,15;Zrealizowane
ZAM/2024/06745;2024-05-02;Aleksandra Grabowski;Gdańsk;pomorskie;AGD;Pralka Eko;39;1407,77;0;54903,03;Zwrot
ZAM/2024/06746;2025-02-13;Joanna Piotrowski;Katowice;śląskie;Odzież;Koszula bawełna;24;2317,22;5;52832,62;Anulowane
ZAM/2024/06747;2024-03-15;Paweł Szymański;Białystok;podlaskie;AGD;Pralka Eko;6;96,67;10;522,02;W trakcie
ZAM/2024/06748;2024-05-31;Jan Szymański;Wrocław;dolnośląskie;Spożywcze;Herbata zielona;32;1183,51;5;35978,70;Zrealizowane
ZAM/2024/06749;2024-05-17;Agnieszka Mazur;Lublin;lubelskie;Elektronika;Tablet Mini;1;3232,08;5;3070,48;Zwrot
ZAM/2024/06750;2025-03-20;Andrzej Kwiatkowski;Białystok;podlaskie;Książki;Powieść kryminał;49;2222,30;15;92558,80;Anulowane
ZAM/2024/06751;2024-01-09;Joanna Nowak;Białystok;podlaskie;Książki;Poradnik kuchnia;24;1540,44;5;35122,03;Zwrot
ZAM/2024/06752;2025-01-12;Tomasz Kwiatkowski;Lublin;lubelskie;Meble;Fotel biurowy;24;669,28;5;15259,58;Zrealizowane
ZAM/2024/06753;2024-05-11;Magdalena Grabowski;Szczecin;zachodniopomorskie;AGD;Czajnik;46;2143,14;10;88726,00;W trakcie
ZAM/2024/06754;2024-01-04;Ewa Pawłowski;Poznań;wielkopolskie;Zabawki;Klocki XXL;29;2050,91;10;53528,75;Zwrot
ZAM/2024/06755;2024-01-04;Aleksandra Wójcik;Poznań;wielkopolskie;Meble;Fotel biurowy;12;4482,62;0;53791,44;Anulowane
ZAM/2024/06756;2024-08-17;Agnieszka Pawłowski;Poznań;wielkopolskie;Ogród;Donica ceramiczna;46;2623,98;0;120703,08;Anulowane
ZAM/2024/06757;2024-10-23;Krzysztof Kowalski;Rzeszów;podkarpackie;Elektronika;Laptop Pro;25;1451,70;15;30848,62;Zrealizowane
ZAM/2024/06758;2025-05-23;Piotr Grabowski;Kraków;małopolskie;Zabawki;Lalka;24;1300,24;20;24964,61;Zrealizowane
ZAM/2024/06759;2024-12-04;Aleksandra Pawłowski;Gdańsk;pomorskie;Spożywcze;Oliwa z oliwek;46;1353,26;0;62249,96;Anulowane
ZAM/2024/06760;2024-01-29;Robert Michalski;Wrocław;dolnośląskie;Elektronika;Monitor 27;42;2330,72;5;92995,73;Zwrot
ZAM/2024/06761;2024-12-05;Andrzej Szymański;Lublin;lubelskie;Spożywcze;Herbata zielona;33;2817,40;0;92974,20;Zrealizowane
ZAM/2024/06762;2024-12-16;Robert Pawłowski;Katowice;śląskie;AGD;Lodówka XL;23;378,13;5;8262,14;Anulowane
ZAM/2024/06763;2024-03-07;Michał Kwiatkowski;Gdańsk;pomorskie;Elektronika;Monitor 27;25;4398,66;0;109966,50;Zwrot
ZAM/2024/06764;2025-02-02;Barbara Nowak;Białystok;podlaskie;Spożywcze;Oliwa z oliwek;7;3003,38;5;19972,48;Zrealizowane
ZAM/2024/06765;2024-10-25;Robert Lewandowski;Białystok;podlaskie;Odzież;Sweter;42;2078,98;15;74219,59;Anulowane
ZAM/2024/06766;2025-04-09;Andrzej Kowalczyk;Lublin;lubelskie;AGD;Mikrofalówka;23;2163,44;20;39807,30;Zwrot
ZAM/2024/06767;2024-09-19;Marcin Lewandowski;Bydgoszcz;kujawsko-pomorskie;Meble;Fotel biurowy;32;2872,56;0;91921,92;W trakcie
ZAM/2024/06768;2024-05-06;Robert Krawczyk;Poznań;wielkopolskie;Zabawki;Klocki XXL;10;317,56;20;2540,48;Zrealizowane
ZAM/2024/06769;2024-08-18;Michał Grabowski;Warszawa;mazowieckie;Ogród;Parasol;37;2785,17;0;103051,29;Zrealizowane
